protocol,flow_duration,total_packets,total_bytes,bytes_per_sec,mean_pkt_len,std_pkt_len,max_pkt_len,min_pkt_len,uplink_packet_count,uplink_byte_count,uplink_mean_size,uplink_std_size,downlink_packet_count,downlink_byte_count,downlink_mean_size,downlink_std_size,uplink_downlink_ratio,uplink_bytes_ratio,iat_mean,iat_std,iat_max,first_10_pkts_len_mean,first_10_pkts_len_std,pkt_len_entropy,label,source_file
tcp,1.7258269786834717,31,8763,5077.565774690091,282.6774193548387,400.9746502402312,1414,66,15,3091,206.06666666666666,278.5365246346618,16,5672,354.5,477.6170013724386,0.9375,0.5449576868829337,0.057527565956115724,0.10541248159488156,0.5039808750152588,165.9,162.52350599221026,1.4689729236348976,proxy,1690813062_clear_class_18__type_vmess_url_2-1_global.pcap
tcp,1.9844539165496826,40,10481,5281.553737575845,262.025,379.13912271750587,1414,66,20,3387,169.35,210.68869808321472,20,7094,354.7,475.316641829423,1.0,0.4774457287848886,0.05088343375768417,0.10527515380024795,0.483522891998291,163.8,162.50218460070005,1.422887960626887,proxy,1690813062_clear_class_18__type_vmess_url_2-1_global.pcap
tcp,0.6004371643066406,25,8102,13493.501871017337,324.08,451.12888801317087,1414,66,12,1773,147.75,153.38357419663075,13,6329,486.84615384615387,560.7755407474472,0.9230769230769231,0.28013904250276506,0.02501821517944336,0.04221192223261717,0.14203500747680664,165.3,163.3395543032979,1.4513146886497212,proxy,1690813062_clear_class_18__type_vmess_url_2-1_global.pcap
tcp,1.1040558815002441,13,2959,2680.11796285091,227.6153846153846,217.52649297942767,609,66,8,2480,310.0,240.19471268119122,5,479,95.8,49.817266083156355,1.6,5.177453027139875,0.09200465679168701,0.11584522305497583,0.3345468044281006,166.3,162.55525214523215,1.669180336866731,proxy,1690813062_clear_class_18__type_vmess_url_2-1_global.pcap
tcp,1.8960199356079102,33,8471,4467.780027473177,256.6969696969697,369.3158691458282,1414,66,17,2686,158.0,174.5754514108273,16,5785,361.5625,477.0586925041299,1.0625,0.46430423509075197,0.05925062298774719,0.1691554109422997,0.9174509048461914,164.2,162.4874148972775,1.4445763157381135,proxy,1690813062_clear_class_18__type_vmess_url_2-1_global.pcap
tcp,1.431671142578125,26,4625,3230.490482382282,177.8846153846154,194.69568501462382,825,66,14,2906,207.57142857142858,219.00936518974785,12,1719,143.25,154.7369407521466,1.1666666666666667,1.6905177428737639,0.057266845703125,0.09429818725946919,0.3391249179840088,164.5,162.48215286609172,1.643252475785101,proxy,1690813062_clear_class_18__type_vmess_url_2-1_global.pcap
tcp,69.05982613563538,1497,1154676,16719.937836683588,771.3266533066133,680.4873009674105,1466,66,777,1060293,1364.5984555984555,342.29986161471066,720,94383,131.0875,215.86566517004402,1.0791666666666666,11.23394043418836,0.04616298538478301,1.552930751682694,60.066818952560425,632.0,680.9669595509022,1.3138121059016583,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,69.10886478424072,117,73122,1058.0697603453386,624.974358974359,646.1368099097247,1466,66,56,12511,223.41071428571428,349.5341173203531,61,60611,993.6229508196722,636.1346945712004,0.9180327868852459,0.20641467720380788,0.5957660757262131,5.5618356869211425,60.067511796951294,452.2,546.8867890157888,1.7182947833300353,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,63.58008599281311,12,2492,39.19466230796995,207.66666666666666,384.3983032683099,1466,66,7,2079,297.0,483.0797035686761,5,413,82.6,33.199999999999996,1.4,5.033898305084746,5.780007817528465,17.15445429691784,60.01819920539856,236.0,415.3285446486913,0.8166890883150209,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,0.07966494560241699,4,336,4217.664337296754,84.0,31.176914536239792,138,66,3,270,90.0,33.94112549695428,1,66,66.0,0.0,3.0,4.090909090909091,0.026554981867472332,0.01966085901841803,0.047844886779785156,84.0,31.176914536239792,0.8112781244591328,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,0.0684669017791748,4,336,4907.480713581803,84.0,31.176914536239792,138,66,3,270,90.0,33.94112549695428,1,66,66.0,0.0,3.0,4.090909090909091,0.02282230059305827,0.02281135230020029,0.05419588088989258,84.0,31.176914536239792,0.8112781244591328,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,3.1042587757110596,10,2185,703.8717316662833,218.5,284.3727307601768,984,66,5,1851,370.2,340.1578457128396,5,334,66.8,1.5999999999999999,1.0,5.541916167664671,0.3449176417456733,0.936925171236583,2.994372844696045,218.5,284.3727307601768,1.3567796494470397,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,63.14327597618103,41,17131,271.3036302782607,417.8292682926829,522.1111414453975,1466,66,19,8965,471.8421052631579,529.3617073178935,22,8166,371.1818181818182,511.19500249759125,0.8636363636363636,1.097844722018124,1.5785818994045258,9.532055020100287,61.1017541885376,418.5,538.9358496147755,1.599363330164532,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,60.70826005935669,33,13784,227.0531223679097,417.6969696969697,512.8452117383358,1466,66,15,6102,406.8,460.8454838663389,18,7682,426.77777777777777,552.2878230652681,0.8333333333333334,0.794324394688883,1.8971331268548965,10.117235227252204,58.219192028045654,431.0,537.1763211460461,1.8308122292922697,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,46.19914412498474,6,396,8.57158736379796,66.0,0.0,66,66,5,330,66.0,0.0,1,66,66.0,0.0,5.0,5.0,9.239828824996948,17.897986648731965,45.03448295593262,66.0,0.0,-0.0,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,46.15169310569763,7,462,10.0104669820437,66.0,0.0,66,66,5,330,66.0,0.0,2,132,66.0,0.0,2.5,2.5,7.691948850949605,15.965047739903497,43.373082876205444,66.0,0.0,-0.0,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,45.94382905960083,7,462,10.055757420668368,66.0,0.0,66,66,5,330,66.0,0.0,2,132,66.0,0.0,2.5,2.5,7.657304843266805,15.978441622424999,43.37317609786987,66.0,0.0,-0.0,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,45.048206090927124,6,396,8.790583118908167,66.0,0.0,66,66,4,264,66.0,0.0,2,132,66.0,0.0,2.0,2.0,9.009641218185426,17.185058460898272,43.37305688858032,66.0,0.0,-0.0,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,42.62035083770752,6,396,9.291335998333611,66.0,0.0,66,66,4,264,66.0,0.0,2,132,66.0,0.0,2.0,2.0,8.524070167541504,16.23618443075857,40.99032402038574,66.0,0.0,-0.0,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
tcp,44.217092990875244,6,396,8.955812632949877,66.0,0.0,66,66,4,264,66.0,0.0,2,132,66.0,0.0,2.0,2.0,8.843418598175049,17.01176343332557,42.864656925201416,66.0,0.0,-0.0,proxy,1690594497_clear_class_3__type_ssr_url_1-2_global.pcap
