protocol,flow_duration,total_packets,total_bytes,bytes_per_sec,mean_pkt_len,std_pkt_len,max_pkt_len,min_pkt_len,uplink_packet_count,uplink_byte_count,uplink_mean_size,uplink_std_size,downlink_packet_count,downlink_byte_count,downlink_mean_size,downlink_std_size,uplink_downlink_ratio,uplink_bytes_ratio,iat_mean,iat_std,iat_max,first_10_pkts_len_mean,first_10_pkts_len_std,pkt_len_entropy,label,source_file
tcp,125.69098401069641,313,211253,1680.733122289998,674.9297124600639,665.418056523747,1466,66,145,29150,201.0344827586207,361.8376548482921,168,182103,1083.9464285714287,592.2970142441062,0.8630952380952381,0.16007424369724826,0.4028557179830013,6.785867298807484,120.06466507911682,528.5,610.567154373702,1.5012807695964143,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,60.05353617668152,10,1090,18.15047155246857,109.0,123.6939772179713,480,66,6,404,67.33333333333333,2.981423969999719,4,686,171.5,178.1200437906975,1.5,0.5889212827988338,6.672615130742391,9.657573865010848,24.535264015197754,109.0,123.6939772179713,0.4689955935892812,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,60.06387996673584,10,1090,18.14734580256314,109.0,123.6939772179713,480,66,6,404,67.33333333333333,2.981423969999719,4,686,171.5,178.1200437906975,1.5,0.5889212827988338,6.6737644407484265,9.663562069506735,24.582967042922974,109.0,123.6939772179713,0.4689955935892812,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.013514995574951,5,6460,1609.5616952029304,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0033787488937378,0.6047897385113989,1.8954839706420898,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.040128946304321,5,370,24.60085291296102,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7600322365760803,2.685843321628739,8.01090407371521,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.011152029037476,5,370,24.64834139873305,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.752788007259369,2.687534716018829,8.006628036499023,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,163.30368089675903,26,9753,59.72308735750953,375.11538461538464,507.5335780421199,1466,54,14,2560,182.85714285714286,281.6304207246635,12,7193,599.4166666666666,610.034897681181,1.1666666666666667,0.3559015709717781,6.532147235870362,31.893743508764164,162.77875089645386,470.6,553.5744213743984,1.6306882747516656,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.056779146194458,5,370,24.573648614186922,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7641947865486145,2.6988101568191953,8.047075033187866,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.033606052398682,5,370,24.611526915790424,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7584015130996704,2.696533812522675,8.032654047012329,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,120.94093704223633,41,11963,98.9160518561399,291.780487804878,446.01626964720236,1466,66,18,2363,131.27777777777777,145.63912995084635,23,9600,417.39130434782606,549.6149434025082,0.782608695652174,0.24614583333333334,3.0235234260559083,18.735570168894185,120.02670001983643,668.5,647.8365920508041,1.319228935231356,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,159.5882420539856,34,14139,88.59675260547736,415.8529411764706,534.1063527245872,1466,54,18,8882,493.44444444444446,573.3306416818816,16,5257,328.5625,471.17804075927603,1.125,1.689556781434278,4.836007334969261,27.239608502255155,158.9262890815735,470.7,553.6309330230745,1.6869548820048252,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.02790093421936,5,6460,1603.8130295406584,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.00697523355484,0.6044292494141024,1.8896899223327637,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.042768001556396,5,370,24.59653701776947,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.760692000389099,2.6880039640791966,8.021459817886353,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.058430910110474,5,370,24.570953123115636,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7646077275276184,2.6963667172528676,8.042266845703125,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,31.58932590484619,10,1541,48.782300851934025,154.1,27.233986120287273,195,122,10,1541,154.1,27.233986120287273,0,0,0.0,0.0,999.0,999.0,3.5099251005384655,4.916160378799137,15.873292922973633,154.1,27.233986120287273,1.295461844238322,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,30.303436994552612,7,462,15.245795388920728,66.0,5.656854249492381,74,54,4,272,68.0,3.4641016151377544,3,190,63.333333333333336,6.79869268479038,1.3333333333333333,1.431578947368421,5.050572832425435,6.8858594128826,15.177839040756226,66.0,5.656854249492381,1.6644977792004614,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,30.287738800048828,7,462,15.253697314612843,66.0,5.656854249492381,74,54,4,272,68.0,3.4641016151377544,3,190,63.333333333333336,6.79869268479038,1.3333333333333333,1.431578947368421,5.047956466674805,6.888214325889937,15.179294109344482,66.0,5.656854249492381,1.6644977792004614,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,2.3625030517578125,92,80191,33943.23657712703,871.6413043478261,669.5311075268459,1466,66,37,3766,101.78378378378379,112.68783361633339,55,76425,1389.5454545454545,272.68455423016263,0.6727272727272727,0.04927706902191691,0.0259615719973386,0.0840344776813982,0.6094579696655273,950.4,642.2671095424395,1.4014088863443122,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,60.48024892807007,7,406,6.71293533336579,58.0,7.091242083423347,74,54,4,236,59.0,8.660254037844387,3,170,56.666666666666664,3.7712361663282534,1.3333333333333333,1.388235294117647,10.080041488011679,22.32791821350937,60.005428075790405,58.0,7.091242083423347,1.1488348542809166,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,29.629196882247925,11,1482,50.018230527467566,134.72727272727272,153.7489635791178,558,54,6,896,149.33333333333334,182.78463344116815,5,586,117.2,106.5352523815474,1.2,1.52901023890785,2.9629196882247926,5.642209285179255,14.994986772537231,142.8,159.0149678489418,0.8658566174572235,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,2.683713912963867,55,51147,19058.29073394554,929.9454545454546,660.3935856244248,1466,66,19,2083,109.63157894736842,123.81701716489614,36,49064,1362.888888888889,340.01950742876323,0.5277777777777778,0.0424547529757052,0.04969840579562717,0.14705189922602616,0.8752589225769043,947.8,644.1431207425878,1.2508937372654398,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,64.97989916801453,5,330,5.078493568399349,66.0,6.6932802122726045,74,54,3,206,68.66666666666667,3.7712361663282534,2,124,62.0,8.0,1.5,1.6612903225806452,16.24497479200363,27.91012902277797,64.58655714988708,66.0,6.6932802122726045,1.9219280948873623,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,60.47398805618286,7,474,7.838080722568424,67.71428571428571,2.913725436338734,74,66,4,272,68.0,3.4641016151377544,3,202,67.33333333333333,1.8856180831641267,1.3333333333333333,1.3465346534653466,10.07899800936381,22.3348255823007,60.02028203010559,67.71428571428571,2.913725436338734,1.1488348542809166,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,128.96683502197266,27,17678,137.07400043575637,654.7407407407408,677.4628371708661,1466,54,14,1460,104.28571428571429,135.83783849630018,13,16218,1247.5384615384614,505.5958579711993,1.0769230769230769,0.09002343075595018,4.960262885460486,24.656672897760963,128.24321103096008,960.0,636.1213720666835,1.1749946599731707,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,60.47291111946106,5,330,5.456988821790013,66.0,6.6932802122726045,74,54,3,206,68.66666666666667,3.7712361663282534,2,124,62.0,8.0,1.5,1.6612903225806452,15.118227779865265,25.96275472753357,60.08683896064758,66.0,6.6932802122726045,1.9219280948873623,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,60.42280197143555,5,330,5.46151434943393,66.0,6.6932802122726045,74,54,3,206,68.66666666666667,3.7712361663282534,2,124,62.0,8.0,1.5,1.6612903225806452,15.105700492858887,25.940933145712144,60.036519050598145,66.0,6.6932802122726045,1.9219280948873623,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,64.2338559627533,5,330,5.13747765962165,66.0,6.6932802122726045,74,54,3,206,68.66666666666667,3.7712361663282534,2,124,62.0,8.0,1.5,1.6612903225806452,16.058463990688324,27.587365227249425,63.840996980667114,66.0,6.6932802122726045,1.9219280948873623,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,28.575873851776123,38,13644,477.46571358663675,359.05263157894734,493.91784674698704,1466,54,20,5553,277.65,438.45481808277566,18,8091,449.5,534.6676278046224,1.1111111111111112,0.6863181312569522,0.7723209149128681,3.3453383293686936,18.336273908615112,626.3,619.5924547636131,1.816253092551269,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,30.046126127243042,12,1242,41.336443664658304,103.5,121.34558088368938,492,54,6,782,130.33333333333334,161.90703779912994,6,460,76.66666666666667,42.373996218855204,1.0,1.7,2.7314660115675493,5.780223410149388,15.131160974502563,113.4,130.69674823804914,0.8166890883150209,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.038457155227661,5,370,24.603587733824195,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7596142888069153,2.679067050728889,8.0003080368042,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.028327941894531,5,370,24.620170748906105,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.757081985473633,2.6860993852225845,8.010648965835571,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
udp,4.025224208831787,5,6460,1604.8795457967399,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0063060522079468,0.6047779174312594,1.9013080596923828,1292.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.053879022598267,5,370,24.57838271747575,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7634697556495667,2.6928444055866603,8.032814979553223,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.005916118621826,5,370,24.656941773840966,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7514790296554565,2.690275101692514,8.01528811454773,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.037933826446533,5,370,24.604443952885187,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7594834566116333,2.6918020654755086,8.028581857681274,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.045387983322144,5,370,24.59225381293896,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.761346995830536,2.689018086304349,8.02869987487793,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,3.1060941219329834,7,533,171.5981483743009,76.14285714285714,14.004372495031395,85,54,7,533,76.14285714285714,14.004372495031395,0,0,0.0,0.0,999.0,999.0,0.5176823536554972,0.5824483405528426,1.6644690036773682,76.14285714285714,14.004372495031395,0.863120568566631,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,105.80105805397034,10,1490,14.083034965868999,149.0,163.15697962391926,490,66,6,828,138.0,157.44628713733877,4,662,165.5,170.0374958648827,1.5,1.2507552870090635,11.755673117107815,33.211667582325575,105.69244313240051,149.0,163.15697962391926,0.7219280948873623,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,61.85175609588623,10,6906,111.65406507284793,690.6,643.4132730990247,1466,66,3,206,68.66666666666667,3.7712361663282534,7,6700,957.1428571428571,595.4643874613274,0.42857142857142855,0.030746268656716418,6.872417343987359,18.854530131699637,60.195157051086426,690.6,643.4132730990247,1.5219280948873621,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,60.11534810066223,53,31423,522.7117698359272,592.8867924528302,613.5849700619614,1334,54,25,1798,71.92,83.79876848737099,28,29625,1058.0357142857142,497.66924487647253,0.8928571428571429,0.06069198312236287,1.1560643865511968,8.237519992174615,59.983688831329346,679.9,573.2563911549526,1.3294277236753962,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.69663906097412,27,11335,149.7424474932049,419.81481481481484,540.7003714002544,1466,54,13,1908,146.76923076923077,195.1887267576036,14,9427,673.3571428571429,628.4437248522117,0.9285714285714286,0.2023973692585128,2.9114091946528506,14.415467826624944,74.98696398735046,548.9,618.704202345515,1.778423503030125,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,101.20701384544373,195,182344,1801.6933122684857,935.0974358974358,612.8046626852721,1466,54,61,12152,199.21311475409837,261.6661691741948,134,170192,1270.089552238806,395.69635318093975,0.4552238805970149,0.07140171100874307,0.521685638378576,5.6245120414996865,74.99679899215698,548.9,618.704202345515,1.8701819799546167,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.69635701179504,26,9041,119.4377161187721,347.7307692307692,501.090238893947,1466,54,13,1919,147.6153846153846,197.298500310702,13,7122,547.8461538461538,619.0022798707668,1.0,0.2694467846110643,3.027854280471802,14.688934392361414,74.98686194419861,548.9,618.704202345515,1.537295264163429,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,76.64722108840942,131,128102,1671.3195622870605,977.8778625954199,606.3035042624508,1466,54,35,7516,214.74285714285713,266.3701337674052,96,120586,1256.1041666666667,431.3047665506441,0.3645833333333333,0.06232896024414111,0.5895940083723802,6.545336192676451,74.92695498466492,548.9,618.704202345515,1.797010504633902,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,101.20682716369629,78,51381,507.6831419375904,658.7307692307693,592.5958036378184,1466,54,35,8961,256.0285714285714,292.86939904667264,43,42420,986.5116279069767,572.496709530222,0.813953488372093,0.21124469589816125,1.3143743787493025,8.865883204157418,74.96257615089417,548.9,618.704202345515,2.2136925510374024,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,76.64256405830383,50,28491,371.738607000755,569.82,590.6450605905378,1466,54,24,4509,187.875,247.6764207085527,26,23982,922.3846153846154,596.0710513226188,0.9230769230769231,0.18801601200900675,1.5641339603735476,10.592736387146939,74.94725394248962,548.9,618.704202345515,2.0907078631852762,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,76.61786103248596,161,119745,1562.8862302646132,743.7577639751553,433.1080621457205,1078,54,45,11766,261.46666666666664,275.3701024681752,116,107979,930.8534482758621,325.1092456791108,0.3879310344827586,0.10896563220626233,0.4788616314530373,5.905063959618879,74.937509059906,548.9,459.09268127470733,1.726792004191553,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.6668050289154,36,14659,193.73092328132782,407.19444444444446,410.3953256342829,1078,54,19,3979,209.42105263157896,249.3674768372073,17,10680,628.2352941176471,441.12163580791935,1.1176470588235294,0.3725655430711611,2.1619087151118688,12.482599690274197,74.94667291641235,548.9,459.09268127470733,1.983518813791531,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.66550898551941,37,13376,176.77803505636697,361.5135135135135,387.94480114612156,1078,54,20,3986,199.3,239.61053816558237,17,9390,552.3529411764706,438.9077272953676,1.1764705882352942,0.42449414270500535,2.101819694042206,12.31553014738621,74.96038794517517,548.9,459.09268127470733,2.0039616398193756,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.66545987129211,37,12769,168.7559954267142,345.1081081081081,365.22423943297326,1078,54,20,3997,199.85,240.57478566965403,17,8772,516.0,410.12135937032673,1.1764705882352942,0.45565435476516186,2.1018183297581143,12.250699556147444,74.57380986213684,548.9,459.09268127470733,2.0039616398193756,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,101.17599987983704,339,273646,2704.6532806693203,807.2153392330383,418.86076452646313,1078,54,87,18636,214.20689655172413,265.9645269723201,252,255010,1011.9444444444445,219.71154630616687,0.34523809523809523,0.07307948707893808,0.29933727775099717,4.273160918633778,74.99573707580566,548.9,459.09268127470733,1.50748227042099,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,101.17598390579224,528,488034,4823.615063179637,924.3068181818181,640.0880891902374,1466,54,189,28801,152.3862433862434,221.41001736504955,339,459233,1354.669616519174,305.59382202867715,0.5575221238938053,0.06271544074576522,0.19198478919505169,3.421839430293196,74.95418691635132,548.9,618.704202345515,1.7013442385779614,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.65067195892334,324,262016,3463.49864733877,808.6913580246913,438.9089768110425,1078,54,75,7894,105.25333333333333,169.09406402617716,249,254122,1020.570281124498,219.3555458663642,0.30120481927710846,0.031063819740124822,0.2342126066839732,4.1589597298904835,74.86343502998352,548.9,459.09268127470733,1.1318123728614653,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.65051293373108,254,203099,2684.7008979028633,799.6023622047244,443.9618379294859,1078,54,62,6537,105.43548387096774,168.66923357209558,192,196562,1023.7604166666666,213.805950025936,0.3229166666666667,0.033256682369939256,0.2990138851135616,4.673771788837758,74.48974990844727,548.9,459.09268127470733,1.1339516453554879,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.64993286132812,305,252269,3334.689013702465,827.1114754098361,430.8571031222973,1078,54,69,6915,100.21739130434783,160.63721567513977,236,245354,1039.635593220339,180.88617383776196,0.2923728813559322,0.02818376712831256,0.24884846335963198,4.288495186528515,74.89731502532959,548.9,459.09268127470733,1.0370581547964197,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.66104292869568,54,35867,474.0484483382248,664.2037037037037,674.0524592077832,1466,66,26,2151,82.73076923076923,79.70018709190842,28,33716,1204.142857142857,514.6332754139255,0.9285714285714286,0.06379760351168584,1.4275668477112393,10.188650840491313,74.89740204811096,808.7,667.5531514418908,1.2921292712612438,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,105.5906548500061,40,17213,163.01632018904942,430.325,534.8040008965902,1466,66,19,8177,430.36842105263156,545.6773878715783,21,9036,430.2857142857143,524.7720723239344,0.9047619047619048,0.9049358123063302,2.707452688461695,16.606241887495564,105.07513499259949,604.0,606.3604538556253,1.7600257154333923,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.4542601108551,27,11110,147.24152067328637,411.48148148148147,417.6793356569633,1078,54,12,1818,151.5,194.25906242266623,15,9292,619.4666666666667,431.8581351426518,0.8,0.1956521739130435,2.902086927340581,14.408615874445797,74.94434094429016,548.9,459.09268127470733,1.9840451350103798,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,29.677178144454956,49,26052,877.8462653420335,531.6734693877551,583.0741328494752,1466,54,21,5721,272.42857142857144,425.0843693767572,28,20331,726.1071428571429,609.2816226206608,0.75,0.28139294673159215,0.618274544676145,2.8640515705322054,17.573848009109497,719.3,596.0604080124765,2.1114460164885687,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.42873501777649,80,57604,763.68773765627,720.05,472.8115613011171,1078,54,22,2651,120.5,176.37762948236428,58,54953,947.4655172413793,329.3647080060413,0.3793103448275862,0.04824122431896348,0.9547941141490695,8.374801560926523,74.9182550907135,214.7,242.4054661099869,1.2668750678823046,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.41213583946228,124,91694,1215.905092453536,739.4677419354839,466.41479938832305,1078,54,34,4086,120.17647058823529,175.56370899748904,90,87608,973.4222222222222,297.42364016398403,0.37777777777777777,0.04663957629440234,0.6131067954427828,6.720981623286653,74.84809017181396,214.7,242.4054661099869,1.2434756197286587,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.42266893386841,11,1568,20.78950562429504,142.54545454545453,159.6361565540177,492,66,6,808,134.66666666666666,149.99407395701414,5,760,152.0,170.00705867698554,1.2,1.063157894736842,7.542266893386841,22.44825064471187,74.88651299476624,150.2,165.491872912237,0.6840384356390417,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.6459379196167,194,228779,3193.188708851562,1179.2731958762886,541.2650060804893,1466,54,28,4769,170.32142857142858,241.41858337327554,166,224010,1349.4578313253012,363.15603872545853,0.1686746987951807,0.021289228159457167,0.37122247626744403,4.363310238290357,59.776052951812744,532.8,600.1949350002881,1.1064553372277057,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,29.714087963104248,23,7120,239.61697928742922,309.5652173913044,377.75950781772775,1078,54,10,1169,116.9,153.18906618946409,13,5951,457.7692307692308,428.83978608587324,0.7692307692307693,0.19643757351705596,1.350640361959284,6.130203304788191,29.442625999450684,548.9,459.09268127470733,1.6514812425365815,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.64036583900452,475,542184,7568.135556683723,1141.44,585.9752519293662,1466,54,100,8750,87.5,138.2527034093728,375,533434,1422.4906666666666,233.74023026903654,0.26666666666666666,0.01640315390470049,0.15114001231857493,2.7924146635193594,59.94938588142395,532.8,600.1949350002881,0.9216996151955863,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,76.18683791160583,17,3358,44.07585472829373,197.52941176470588,191.0654700379701,467,54,10,1733,173.3,177.96575513283446,7,1625,232.14285714285714,203.40910821819767,1.4285714285714286,1.0664615384615386,4.761677369475365,18.114780502370103,74.91697287559509,217.6,194.86261827246395,0.9366673818775626,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,76.18673491477966,17,3358,44.075914314429724,197.52941176470588,191.0654700379701,467,54,10,1733,173.3,177.96575513283446,7,1625,232.14285714285714,203.40910821819767,1.4285714285714286,1.0664615384615386,4.761670932173729,18.11726288783411,74.92659997940063,217.6,194.86261827246395,0.9366673818775626,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.23539900779724,11,1426,18.95384378638322,129.63636363636363,154.03203487779754,467,54,6,735,122.5,144.41116069519464,5,691,138.2,164.42919448808354,1.2,1.0636758321273516,7.523539900779724,22.491231534103196,74.99714207649231,137.2,159.59060122701462,0.6840384356390417,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.44298100471497,419,469860,6576.713252894515,1121.3842482100238,597.4056703203265,1466,54,91,6287,69.08791208791209,86.90826897666149,328,463573,1413.3323170731708,247.7189151171672,0.2774390243902439,0.013562049558537705,0.1709162224993181,2.974301290657376,59.91118812561035,193.7,230.92555077340398,1.003297036126674,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,76.14552593231201,14,2392,31.413533109303348,170.85714285714286,180.51230949038074,467,54,8,1234,154.25,167.9886528906045,6,1158,193.0,193.7679023987203,1.3333333333333333,1.0656303972366148,5.857348148639385,19.93949182478738,74.92674589157104,217.6,194.86261827246395,0.863120568566631,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.41441106796265,112,108954,1525.6584542342891,972.8035714285714,654.3057776770205,1466,54,33,3780,114.54545454545455,176.11654042897894,79,105174,1331.3164556962026,397.1961395501143,0.4177215189873418,0.035940441553996234,0.6433730726843482,5.735008606093835,59.734790086746216,193.7,230.92555077340398,1.2969342860033999,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.41506505012512,14,1515,21.21401134251779,108.21428571428571,133.86730027020286,571,54,7,958,136.85714285714286,177.87670575142658,7,557,79.57142857142857,50.596039209343935,1.0,1.7199281867145422,5.493466542317317,16.001856283606944,59.93431806564331,129.9,153.1100584546946,0.7345299214394703,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.95734095573425,437,520477,6852.227756410259,1191.0228832951946,553.36770038857,1466,54,78,5815,74.55128205128206,96.55895600893702,359,514662,1433.598885793872,202.6062652472067,0.21727019498607242,0.011298677578682708,0.17421408476085837,3.574135308514215,74.71673917770386,549.7,618.0686126960339,0.8236910444739828,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.95561695098877,98,96937,1276.2321457088515,989.1530612244898,646.0232565479612,1466,54,25,2953,118.12,162.1607400081783,73,93984,1287.4520547945206,449.9518708233378,0.3424657534246575,0.03142024174327545,0.7830475974328739,7.565064436729292,74.90334892272949,549.7,618.0686126960339,1.268490859418564,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.95447611808777,233,264565,3483.204855348829,1135.4721030042917,582.5186768494294,1466,54,46,4099,89.1086956521739,123.67826919961212,187,260466,1392.8663101604277,288.888702897476,0.24598930481283424,0.015737178748857817,0.3273899832676197,4.901887331104358,74.82764410972595,549.7,618.0686126960339,1.0678345583469844,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.95150780677795,167,193466,2547.230536781193,1158.4790419161677,570.5369551794427,1466,54,29,2676,92.27586206896552,127.93476154065297,138,190790,1382.536231884058,318.4110268514329,0.21014492753623187,0.014025892342365951,0.4575392036552889,5.787843834954178,74.80045795440674,549.7,618.0686126960339,0.9528175202948503,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.95133590698242,27,13736,180.85264513085687,508.74074074074076,588.5010835820348,1466,54,11,1704,154.9090909090909,191.91117952439944,16,12032,752.0,643.3268026438818,0.6875,0.14162234042553193,2.921205227191632,14.409686305281445,74.96657586097717,549.7,618.0686126960339,1.7006568218843343,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,75.94904685020447,28,15015,197.6983335895489,536.25,605.0822627071935,1466,54,11,1704,154.9090909090909,191.91117952439944,17,13311,783.0,651.3187527217827,0.6470588235294118,0.1280144241604688,2.812927661118684,14.151127944927328,74.96674084663391,549.7,618.0686126960339,1.805288621665821,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,15.058888912200928,5,370,24.570205820445405,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.764722228050232,2.6865309589913235,8.024050951004028,74.0,0.0,-0.0,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,30.892127990722656,35,12977,420.0746547436673,370.77142857142854,507.9604644747343,1466,54,19,2445,128.68421052631578,140.61146641556167,16,10532,658.25,623.4657669030433,1.1875,0.23214963919483478,0.908591999727137,3.555783877489261,19.996906995773315,755.4,644.9496414449735,1.642370874393215,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,29.23766589164734,81,47856,1636.7927651048087,590.8148148148148,665.3984439140486,1466,54,40,3609,90.225,105.15095993380183,41,44247,1079.1951219512196,617.1958308630586,0.975609756097561,0.081564851854363,0.36547082364559175,2.2818219672819304,19.98164391517639,797.7,675.2842438558744,1.2787743869889636,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
tcp,71.23376417160034,15,874,12.269462524745373,58.266666666666666,6.4442911859171055,74,54,10,596,59.6,7.2,5,278,55.6,3.1999999999999997,2.0,2.143884892086331,5.088126012257168,15.408334620934,60.00611209869385,60.4,6.974238309665077,1.3752793655393791,common,1690189180_clear_class_28__type_null_url_0_normal.pcap
